delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation_.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,mouse.started,button.started,response.stopped,trials.textbox.text,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.1,1000,exp,82,10,6,space,0.7046813999913866,None,350,[0.006666666666666667],[-0.28833333333333333],[1],[0],[0],[6.780813500008662],1,[6.7697243000002345],[6.769736000002013],6,10,82,6,1267.5922498,,1267.5783288999955,1267.5922498,1267.6918752999918,1268.5916221999942,1268.5916221999942,1269.311521599986,space,0.7046813999913866,None,1269.311956599995,1269.425595666664,1269.7418951,1269.7301996999886,1269.7305123999977,1269.7418951,1269.7418951,0.0003189000126440078,1269.7418951,1276.5127265999909,350,[0.006666666666666667],[-0.28833333333333333],[1],[0],[0],[6.780813500008662],1,[6.7697243000002345],[6.769736000002013],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,83,11,6,space,0.7931418999942252,None,250,[0.006666666666666667],[-0.28833333333333333],[1],[0],[0],[5.76686730000074],1,[5.753794600008405],[5.7537996000028215],6,11,83,9,1276.5254829999903,,1276.512950999997,1276.5254829999903,1276.625080999991,1277.5251303999976,1277.5251303999976,1278.3277137999976,space,0.7931418999942252,None,1278.3283530999906,1278.4416471666666,1278.7577677999943,1278.7438800999953,1278.7444019999966,1278.7577677999943,1278.7577677999943,0.0005366999976104125,1278.7577677999943,1284.5121593999938,250,[0.006666666666666667],[-0.28833333333333333],[1],[0],[0],[5.76686730000074],1,[5.753794600008405],[5.7537996000028215],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,84,0,7,space,459.61975820000225,None,300,[0.05333333333333334],[-0.305],[1],[0],[0],[3.498436199995922],1,[3.4853165999957127],[3.485321100000874],7,0,84,4,1284.5252169999876,,1284.5123722999997,1284.5252169999876,1284.6251739999861,1285.5246424999932,1285.5246424999932,1745.1544132999989,space,459.61975820000225,None,1745.154891099999,1745.569901666666,1745.8846406999946,1745.8708356999996,1745.8712700999895,1745.8846406999946,1745.8846406999946,0.000450699997600168,1745.8846406999946,1749.370729599992,300,[0.05333333333333334],[-0.305],[1],[0],[0],[3.498436199995922],1,[3.4853165999957127],[3.485321100000874],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,85,1,7,space,1.1089969000022393,None,200,[0.08166666666666667],[-0.31166666666666665],[1],[0],[0],[2.9886239000043133],1,[2.9704648000042653],[2.970470000000205],7,1,85,10,1749.3843796999863,,1749.37122239999,1749.3843796999863,1749.4846598999866,1750.385154299991,1750.385154299991,1751.5045879999961,space,1.1089969000022393,None,1751.5050402999914,1751.9179363666665,1752.233764699995,1752.2150847999874,1752.2154179999925,1752.233764699995,1752.233764699995,0.0003392000071471557,1752.233764699995,1755.2048761999904,200,[0.08166666666666667],[-0.31166666666666665],[1],[0],[0],[2.9886239000043133],1,[2.9704648000042653],[2.970470000000205],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,400,unexp,86,2,7,space,0.14839849999407306,None,300,[0.015],[-0.27166666666666667],[1],[0],[0],[4.202907300001243],1,[4.186804199998733],[4.186809200007701],7,2,86,2,1755.2179823999904,,1755.2050888999947,1755.2179823999904,1755.317799899989,1756.201197699993,1756.217584299986,1756.355376099993,space,0.14839849999407306,None,1756.3560150999983,1757.0675185666662,1757.3840068999998,1757.3668315999967,1757.36768879999,1757.3840068999998,1757.3840068999998,0.0008652000105939806,1757.3840068999998,1761.5713542999874,300,[0.015],[-0.27166666666666667],[1],[0],[0],[4.202907300001243],1,[4.186804199998733],[4.186809200007701],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,87,3,7,space,1139.0366569000034,None,300,[0.035],[-0.25],[1],[0],[0],[3.3972708999936003],1,[3.386250999988988],[3.386255599994911],7,3,87,11,1761.583822799992,,1761.5715766999929,1761.583822799992,1761.6845133999886,1762.5843915999867,1762.5843915999867,2901.636713899992,space,1139.0366569000034,None,2901.6371786999953,2902.350880466653,2902.6672873999923,2902.6557306999894,2902.6560551999864,2902.6672873999923,2902.6672873999923,0.000331000002915971,2902.6672873999923,2906.0541449999873,300,[0.035],[-0.25],[1],[0],[0],[3.3972708999936003],1,[3.386250999988988],[3.386255599994911],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,88,4,7,space,2.1370455999858677,None,500,[0.05333333333333334],[-0.3016666666666667],[1],[0],[0],[3.8809813000116264],1,[3.8711229000036838],[3.8711330000078306],7,4,88,5,2906.067416799997,,2906.0543772999954,2906.067416799997,2906.1674700999865,2907.0668406999903,2907.0668406999903,2909.2199953999952,space,2.1370455999858677,None,2909.2204249999922,2909.9340553666593,2910.250073999996,2910.239575499989,2910.2399177999905,2910.250073999996,2910.250073999996,0.00035030000435654074,2910.250073999996,2914.1219865999883,500,[0.05333333333333334],[-0.3016666666666667],[1],[0],[0],[3.8809813000116264],1,[3.8711229000036838],[3.8711330000078306],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,89,5,7,space,189.23156799998833,None,300,[0.045],[-0.3016666666666667],[1],[0],[0],[2.2383556999993743],1,[2.219876100003603],[2.219880699994974],7,5,89,6,2914.133843299991,,2914.12222189999,2914.133843299991,2914.234119899993,2915.1342670999875,2915.1342670999875,3104.3674889999966,space,189.23156799998833,None,3104.3679166999937,3104.480644766653,3104.7972114999866,3104.777991099996,3104.778456099986,3104.7972114999866,3104.7972114999866,0.0004800000024260953,3104.7972114999866,3107.0176521999965,300,[0.045],[-0.3016666666666667],[1],[0],[0],[2.2383556999993743],1,[2.219876100003603],[2.219880699994974],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,90,6,7,space,0.10959340000408702,None,200,[0.045],[-0.3016666666666667],[1],[0],[0],[2.717700799999875],1,[2.70278999999573],[2.702795099990908],7,6,90,3,3107.0310297999968,,3107.0178947999957,3107.0310297999968,3107.1313527999882,3108.0308929999883,3108.0308929999883,3108.14980069999,space,0.10959340000408702,None,3108.1502372999967,3108.263986666662,3108.580886699987,3108.565111399992,3108.5656923999923,3108.580886699987,3108.580886699987,0.0006007000047247857,3108.580886699987,3111.284300399988,200,[0.045],[-0.3016666666666667],[1],[0],[0],[2.717700799999875],1,[2.70278999999573],[2.702795099990908],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,91,7,7,space,0.4830461999954423,None,600,[0.055],[-0.305],[1],[0],[0],[2.8020429000025615],1,[2.7860859999927925],[2.7860905999987153],7,7,91,9,3111.2979867999966,,3111.284520299989,3111.2979867999966,3111.397402799994,3112.2980820999946,3112.2980820999946,3112.7837688,space,0.4830461999954423,None,3112.784198899986,3112.8970359666605,3113.213874899986,3113.1973893999966,3113.197724499987,3113.213874899986,3113.213874899986,0.00034189999860245734,3113.213874899986,3116.0006367999886,600,[0.055],[-0.305],[1],[0],[0],[2.8020429000025615],1,[2.7860859999927925],[2.7860905999987153],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,400,unexp,92,8,7,space,0.409269800002221,None,700,[0.055],[-0.305],[1],[0],[0],[3.0885678000049666],1,[3.069981699998607],[3.0699864999915008],7,8,92,0,3116.014582299991,,3116.0008488999883,3116.014582299991,3116.113843599989,3117.0141873999964,3117.0141873999964,3117.4334181999875,space,0.409269800002221,None,3117.434128599998,3117.5477436666592,3117.8640199999936,3117.8446934999956,3117.8451500999945,3117.8640199999936,3117.8640199999936,0.00047849999100435525,3117.8640199999936,3120.934672699994,700,[0.055],[-0.305],[1],[0],[0],[3.0885678000049666],1,[3.069981699998607],[3.0699864999915008],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,93,9,7,space,18.874176299999817,None,400,[0.05],[-0.27666666666666667],[1],[0],[0],[3.7877441000018734],1,[3.7703160000091884],[3.770320700001321],7,9,93,7,3120.947681999998,,3120.9350781999965,3120.947681999998,3121.0470416999888,3121.9472191999957,3121.9472191999957,3140.833259799998,space,18.874176299999817,None,3140.8336942999886,3141.247225966658,3141.5641210999893,3141.546187099986,3141.546520799995,3141.5641210999893,3141.5641210999893,0.00033519999124109745,3141.5641210999893,3145.335015599994,400,[0.05],[-0.27666666666666667],[1],[0],[0],[3.7877441000018734],1,[3.7703160000091884],[3.770320700001321],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,400,unexp,94,10,7,space,26.940207999999984,None,500,[0.13833333333333334],[-0.32166666666666666],[1],[0],[0],[3.0005603000026895],1,[2.9875790999940364],[2.987589199998183],7,10,94,1,3145.349042499991,,3145.335420699994,3145.349042499991,3145.448665499993,3146.3470835999906,3146.3655931999965,3173.300005099998,space,26.940207999999984,None,3173.30044359999,3173.713169866653,3174.0290323999943,3174.0151475999883,3174.015655899988,3174.0290323999943,3174.0290323999943,0.0005247000080998987,3174.0290323999943,3177.017329899987,500,[0.13833333333333334],[-0.32166666666666666],[1],[0],[0],[3.0005603000026895],1,[2.9875790999940364],[2.987589199998183],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,95,11,7,space,34.432911599986255,None,700,[0.03],[-0.26666666666666666],[1],[0],[0],[2.2826270000077784],1,[2.2694625000003725],[2.269467000005534],7,11,95,8,3177.029906999989,,3177.017576699989,3177.029906999989,3177.130024099999,3178.029853199987,3178.029853199987,3212.4662272999994,space,34.432911599986255,None,3212.466911299998,3213.1795359666617,3213.4955188999884,3213.4818322999927,3213.4821614999964,3213.4955188999884,3213.4955188999884,0.00033819999953266233,3213.4955188999884,3215.765522799993,700,[0.03],[-0.26666666666666666],[1],[0],[0],[2.2826270000077784],1,[2.2694625000003725],[2.269467000005534],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,96,0,8,space,43.65792519999377,None,400,[-0.011666666666666667],[-0.295],[1],[0],[0],[2.4000029000017093],1,[2.387469199995394],[2.3874737000005553],8,0,96,3,3215.7795071999863,,3215.7659414999944,3215.7795071999863,3215.881102799991,3216.7790007999865,3216.7790007999865,3260.4477453,space,43.65792519999377,None,3260.4482164999936,3260.561395766654,3260.8767934999923,3260.8634225999995,3260.8639571999956,3260.8767934999923,3260.8767934999923,0.0005540999991353601,3260.8767934999923,3263.2647447999916,400,[-0.011666666666666667],[-0.295],[1],[0],[0],[2.4000029000017093],1,[2.387469199995394],[2.3874737000005553],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,400,unexp,97,1,8,space,0.2217233999981545,None,600,[0.006666666666666667],[-0.27],[1],[0],[0],[3.5185978999943472],1,[3.502850999997463],[3.5028555000026245],8,1,97,0,3263.278291099996,,3263.2649628999934,3263.278291099996,3263.3780072999944,3264.277960399995,3264.277960399995,3264.5137996999983,space,0.2217233999981545,None,3264.514227099993,3264.627978466659,3264.943874299992,3264.9274020999874,3264.9278582999978,3264.943874299992,3264.943874299992,0.0004726999904960394,3264.943874299992,3268.4472083999863,600,[0.006666666666666667],[-0.27],[1],[0],[0],[3.5185978999943472],1,[3.502850999997463],[3.5028555000026245],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,98,2,8,space,0.412513699993724,None,800,[0.006666666666666667],[-0.27],[1],[0],[0],[2.4551722000032896],1,[2.436744099992211],[2.436749199987389],8,2,98,4,3268.4607661999908,,3268.44743629999,3268.4607661999908,3268.5612682999927,3269.4607340999937,3269.4607340999937,3269.8807731999987,space,0.412513699993724,None,3269.8812757999985,3270.2942827666598,3270.6103942999907,3270.591464099998,3270.591781899988,3270.6103942999907,3270.6103942999907,0.0003249000001233071,3270.6103942999907,3273.0477729999984,800,[0.006666666666666667],[-0.27],[1],[0],[0],[2.4551722000032896],1,[2.436744099992211],[2.436749199987389],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,99,3,8,space,0.6032045000029029,None,800,[0.01],[-0.2916666666666667],[1],[0],[0],[3.1462699999974575],1,[3.1371517999941716],[3.1371568000031402],8,3,99,8,3273.061792999986,,3273.048187499997,3273.061792999986,3273.160806,3274.0615049999906,3274.0615049999906,3274.6802447999944,space,0.6032045000029029,None,3274.68067419999,3275.39499676666,3275.710296899997,3275.700555599993,3275.7009695999877,3275.710296899997,3275.710296899997,0.0004098999925190583,3275.710296899997,3278.8480547999934,800,[0.01],[-0.2916666666666667],[1],[0],[0],[3.1462699999974575],1,[3.1371517999941716],[3.1371568000031402],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,100,4,8,space,0.6228028000041377,None,700,[0.01],[-0.2916666666666667],[1],[0],[0],[2.4822706999984803],1,[2.469598900002893],[2.4696037999965483],8,4,100,5,3278.8612786999875,,3278.848267299996,3278.8612786999875,3278.9609435999882,3279.8608545999887,3279.8608545999887,3280.497395399987,space,0.6228028000041377,None,3280.4981292999873,3281.210921566661,3281.527264499993,3281.513855399986,3281.5143231999973,3281.527264499993,3281.527264499993,0.0004910999996354803,3281.527264499993,3283.9975140999886,700,[0.01],[-0.2916666666666667],[1],[0],[0],[2.4822706999984803],1,[2.469598900002893],[2.4696037999965483],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,101,5,8,space,0.6832959000021219,None,770,[0.02666666666666667],[-0.33],[1],[0],[0],[3.1843067000008887],1,[3.1688595000014175],[3.168863999992027],8,5,101,6,3284.0114148999855,,3283.9977860999934,3284.0114148999855,3284.110811099992,3285.01054019999,3285.01054019999,3285.697834099992,space,0.6832959000021219,None,3285.6983178999944,3285.811252666656,3286.1274792999902,3286.1113856999873,3286.1118303999974,3286.1274792999902,3286.1274792999902,0.0004403000057209283,3286.1274792999902,3289.296943899986,770,[0.02666666666666667],[-0.33],[1],[0],[0],[3.1843067000008887],1,[3.1688595000014175],[3.168863999992027],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,102,6,8,space,0.03709449998859782,None,450,[0.02666666666666667],[-0.33],[1],[0],[0],[1.8137552999978652],1,[1.802352400001837],[1.8023573000100441],8,6,102,7,3289.310896699986,,3289.2971570999944,3289.310896699986,3289.4109108999983,3290.3107737999962,3290.3107737999962,3290.3640139999916,space,0.03709449998859782,None,3290.364490299995,3290.777294666656,3291.094001099991,3291.081986899997,3291.082389899995,3291.094001099991,3291.094001099991,0.0003988999960711226,3291.094001099991,3292.8970606999937,450,[0.02666666666666667],[-0.33],[1],[0],[0],[1.8137552999978652],1,[1.802352400001837],[1.8023573000100441],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,400,unexp,103,7,8,space,0.021423799989861436,None,900,[0.02666666666666667],[-0.33],[1],[0],[0],[2.5822953000024427],1,[2.570667100007995],[2.570678100004443],8,7,103,2,3292.910484299995,,3292.8974814999965,3292.910484299995,3293.0109615999972,3293.9105439999985,3293.9105439999985,3293.9468022999936,space,0.021423799989861436,None,3293.947222799994,3294.6606516666548,3294.976565899997,3294.9643055999913,3294.9646332999982,3294.976565899997,3294.976565899997,0.0003268000000389293,3294.976565899997,3297.547968199986,900,[0.02666666666666667],[-0.33],[1],[0],[0],[2.5822953000024427],1,[2.570667100007995],[2.570678100004443],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,400,unexp,104,8,8,space,0.13077319999865722,None,900,[0.02666666666666667],[-0.33],[1],[0],[0],[2.6343039000057615],1,[2.6208934000023874],[2.6208982999960426],8,8,104,1,3297.5605724999914,,3297.5481965999934,3297.5605724999914,3297.660764699991,3298.5604351999937,3298.5604351999937,3298.6971356999857,space,0.13077319999865722,None,3298.697881199987,3299.111016966654,3299.426679299999,3299.4124741999985,3299.413019399988,3299.426679299999,3299.426679299999,0.0005640000017592683,3299.426679299999,3302.04815029999,900,[0.02666666666666667],[-0.33],[1],[0],[0],[2.6343039000057615],1,[2.6208934000023874],[2.6208982999960426],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,105,9,8,space,0.40937599999597296,None,150,[0.02666666666666667],[-0.33],[1],[0],[0],[2.889299899994512],1,[2.8707412000076147],[2.87074610000127],8,9,105,10,3302.0609239999903,,3302.0485284999886,3302.0609239999903,3302.160553599999,3303.0602115999936,3303.0602115999936,3303.4800824999984,space,0.40937599999597296,None,3303.480556999988,3303.893888766663,3304.21021379999,3304.1911597,3304.191472999999,3304.21021379999,3304.21021379999,0.0003176000027451664,3304.21021379999,3307.08159419999,150,[0.02666666666666667],[-0.33],[1],[0],[0],[2.889299899994512],1,[2.8707412000076147],[2.87074610000127],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,106,10,8,space,None,None,400,[0.055],[-0.205],[1],[0],[0],[3.052482200000668],0,,,8,10,106,11,3307.093768199993,,3307.0818124999932,3307.093768199993,3307.1940747999906,3308.0939190999925,3308.0939190999925,3308.3299621999904,space,None,None,3308.3303781999857,3309.044262066662,3309.36011519999,3309.3429797999997,3309.343319099993,3309.36011519999,3309.36011519999,0.000345199994626455,3309.36011519999,3312.3964656999888,400,[0.055],[-0.205],[1],[0],[0],[3.052482200000668],0,,,01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,107,11,8,space,0.15022910000698175,None,140,[0.12333333333333334],[-0.27166666666666667],[1],[0],[0],[2.3026004999992438],1,[2.2876603999902727],[2.287664899995434],8,11,107,9,3312.411331199997,,3312.39666459999,3312.411331199997,3312.5103901999973,3313.410856699993,3313.410856699993,3313.5633342999936,space,0.15022910000698175,None,3313.5638330999936,3313.677085866661,3313.9929586999933,3313.9774977999914,3313.9778328999964,3313.9929586999933,3313.9929586999933,0.00034359999699518085,3313.9929586999933,3316.2812347,140,[0.12333333333333334],[-0.27166666666666667],[1],[0],[0],[2.3026004999992438],1,[2.2876603999902727],[2.287664899995434],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,108,0,9,space,0.08114870000281371,None,145,[0.12333333333333334],[-0.27166666666666667],[1],[0],[0],[1.7516552000015508],1,[1.7364303999929689],[1.7364347999973688],9,0,108,7,3316.293719999987,,3316.28145319999,3316.293719999987,3316.3937796999962,3317.294209799991,3317.294209799991,3317.379735399998,space,0.08114870000281371,None,3317.380161299996,3317.793589466663,3318.109773599994,3318.0940223999933,3318.094351199994,3318.109773599994,3318.109773599994,0.00033570000960025936,3318.109773599994,3319.846763399997,145,[0.12333333333333334],[-0.27166666666666667],[1],[0],[0],[1.7516552000015508],1,[1.7364303999929689],[1.7364347999973688],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,109,1,9,space,0.25983239999914076,None,500,[0.12333333333333334],[-0.27166666666666667],[1],[0],[0],[2.285606600009487],1,[2.26969950000057],[2.26970390000497],9,1,109,8,3319.860495999994,,3319.8469817999867,3319.860495999994,3319.9602984999947,3320.8602040999976,3320.8602040999976,3321.1305670999864,space,0.25983239999914076,None,3321.131071699987,3321.843742966656,3322.1595522999996,3322.1431725999864,3322.1434762999997,3322.1595522999996,3322.1595522999996,0.0003113999991910532,3322.1595522999996,3324.4298595,500,[0.12333333333333334],[-0.27166666666666667],[1],[0],[0],[2.285606600009487],1,[2.26969950000057],[2.26970390000497],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,1000,exp,110,2,9,space,0.22533950000070035,None,600,[0.08],[-0.31833333333333336],[1],[0],[0],[2.2973182999994606],1,[2.285715000005439],[2.28571959999681],9,2,110,5,3324.4431501999934,,3324.430124899998,3324.4431501999934,3324.543530499999,3325.4439580999897,3325.4439580999897,3325.679244199986,space,0.22533950000070035,None,3325.6796799999865,3326.393668466659,3326.710103199992,3326.6979180999915,3326.6982598999894,3326.710103199992,3326.710103199992,0.0003493999975034967,3326.710103199992,3328.9964593999903,600,[0.08],[-0.31833333333333336],[1],[0],[0],[2.2973182999994606],1,[2.285715000005439],[2.28571959999681],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,400,unexp,111,3,9,space,0.10257060000731144,None,800,[0.08],[-0.31833333333333336],[1],[0],[0],[2.6023213000007672],1,[2.586091799996211],[2.5860965000028955],9,3,111,1,3329.0103728999966,,3328.9968070999894,3329.0103728999966,3329.1097787999897,3330.010646099996,3330.010646099996,3330.1145807999856,space,0.10257060000731144,None,3330.115014799987,3330.5265384666604,3330.843128099994,3330.8260833999957,3330.8266189999995,3330.843128099994,3330.843128099994,0.0005527000030269846,3330.843128099994,3333.4296831999964,800,[0.08],[-0.31833333333333336],[1],[0],[0],[2.6023213000007672],1,[2.586091799996211],[2.5860965000028955],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,112,4,9,space,0.3805304999987129,None,500,[0.08],[-0.31833333333333336],[1],[0],[0],[3.2389928000047803],1,[3.2224376000085613],[3.222443000006024],9,4,112,9,3333.4434238999966,,3333.429933499996,3333.4434238999966,3333.543222999986,3334.4438747999957,3334.4438747999957,3334.829581599988,space,0.3805304999987129,None,3334.830062199995,3334.943591066655,3335.259539199993,3335.2423616999877,3335.242703699987,3335.259539199993,3335.259539199993,0.00034619998768903315,3335.259539199993,3338.482745999994,500,[0.08],[-0.31833333333333336],[1],[0],[0],[3.2389928000047803],1,[3.2224376000085613],[3.222443000006024],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,113,5,9,space,0.3429630000027828,None,400,[0.08],[-0.31833333333333336],[1],[0],[0],[3.8315447000059066],1,[3.820226600000751],[3.820232300000498],9,5,113,4,3338.495005299992,,3338.4831137999863,3338.495005299992,3338.5932665999862,3339.493557499998,3339.5100998999987,3339.846207099996,space,0.3429630000027828,None,3339.8467466999864,3340.259824766665,3340.5761216999963,3340.5642371999857,3340.5645659999864,3340.5761216999963,3340.5761216999963,0.00033710000570863485,3340.5761216999963,3344.3968785999896,400,[0.08],[-0.31833333333333336],[1],[0],[0],[3.8315447000059066],1,[3.820226600000751],[3.820232300000498],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.7,400,unexp,114,6,9,space,0.3008200000040233,None,600,[0.08],[-0.31833333333333336],[1],[0],[0],[2.581620799988741],1,[2.5692303999967407],[2.569234900001902],9,6,114,2,3344.4092990999925,,3344.397181499997,3344.4092990999925,3344.5097042999987,3345.4099457999982,3345.4099457999982,3345.713194099997,space,0.3008200000040233,None,3345.7138451999926,3346.4268044666574,3346.742474599989,3346.729569099989,3346.729893099997,3346.742474599989,3346.742474599989,0.00033039999834727496,3346.742474599989,3349.312183199989,600,[0.08],[-0.31833333333333336],[1],[0],[0],[2.581620799988741],1,[2.5692303999967407],[2.569234900001902],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,1000,exp,115,7,9,space,0.13145469999290071,None,170,[0.08],[-0.31833333333333336],[1],[0],[0],[3.566196800005855],1,[3.553726400001324],[3.5537309999926947],9,7,115,6,3349.3269255999912,,3349.312413199994,3349.3269255999912,3349.4264071999933,3350.326768599989,3350.326768599989,3350.4632649999985,space,0.13145469999290071,None,3350.4637532999914,3350.5768042666646,3350.89247359999,3350.8791012999864,3350.8797221999994,3350.89247359999,3350.89247359999,0.0006374999938998371,3350.89247359999,3354.4468842999922,170,[0.08],[-0.31833333333333336],[1],[0],[0],[3.566196800005855],1,[3.553726400001324],[3.5537309999926947],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.4,1000,exp,116,8,9,space,0.3235467999911634,None,300,[0.08],[-0.31833333333333336],[1],[0],[0],[2.949362799990922],1,[2.935208800001419],[2.935213400007342],9,8,116,10,3354.4593998999917,,3354.4472992999945,3354.4593998999917,3354.5598968999984,3355.460254299993,3355.460254299993,3355.7955356999882,space,0.3235467999911634,None,3355.795968199993,3356.2097853666533,3356.525889599987,3356.511160299997,3356.5115503999987,3356.525889599987,3356.525889599987,0.0003935999993700534,3356.525889599987,3359.4616653999983,300,[0.08],[-0.31833333333333336],[1],[0],[0],[2.949362799990922],1,[2.935208800001419],[2.935213400007342],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
0.1,400,unexp,117,9,9,space,0.01823329999751877,None,400,[0.08],[-0.31833333333333336],[1],[0],[0],[2.2177393000019947],1,[2.2030043000122532],[2.203008900003624],9,9,117,0,3359.475972299988,,3359.461892499996,3359.475972299988,3359.576280899986,3360.476939699991,3360.476939699991,3360.4962341999926,space,0.01823329999751877,None,3360.4966553999984,3360.609982466664,3360.9256655999925,3360.9103999999934,3360.9107331999985,3360.9256655999925,3360.9256655999925,0.0003404999879421666,3360.9256655999925,3363.1293493999983,400,[0.08],[-0.31833333333333336],[1],[0],[0],[2.2177393000019947],1,[2.2030043000122532],[2.203008900003624],01,001,2024-11-13_22h56.19.559,Intentional Binding,2024.2.1post4,59.71286471856894,2024-11-13 23h04.25.136437 +0530,
